,Job Title,Department,Age,Gender,Marital Status,Years of Service,Salary,Exited
1260,Telecom Technician,IT & Software,44,Female,Single,8,307.75,0
1261,IT Support Engineer,IT & Software,50,Male,Married,1,191.83,0
1262,HR Specialist,Sales & Marketing,40,Female,Single,5,376.13,0
1263,Software Developer,Project Management,30,Male,Single,5,400.0,0
1264,Data Scientist,Field Operations,53,Female,Single,3,281.58,0
1265,Data Scientist,Network Operations,47,Female,Single,8,477.0,0
1266,Billing Specialist,Data Analytics,58,Female,Single,4,339.5,0
1267,Billing Specialist,Network Operations,31,Male,Single,7,462.42,0
1268,Customer Support Agent,Network Operations,33,Female,Married,3,346.42,0
1269,Data Scientist,Network Operations,43,Male,Married,8,418.83,0
1270,Project Manager,Billing,44,Male,Married,2,415.17,0
1271,Project Manager,Sales & Marketing,42,Male,Single,2,323.29,0
1272,Network Engineer,IT & Software,26,Male,Single,8,198.88,0
1273,Sales Executive,Human Resources,50,Female,Married,4,403.42,0
1274,HR Specialist,Billing,56,Male,Married,4,179.29,0
1275,Project Manager,Field Operations,36,Female,Single,3,708.83,0
1276,Software Developer,IT & Software,24,Male,Single,7,722.29,0
1277,Marketing Analyst,Project Management,39,Female,Single,7,464.67,0
1278,HR Specialist,Field Operations,25,Female,Single,4,492.25,0
1279,Product Manager,Sales & Marketing,28,Female,Married,7,411.79,0
1280,Sales Executive,Data Analytics,37,Female,Single,6,189.25,0
1281,Telecom Technician,Project Management,48,Male,Single,8,503.33,0
1282,IT Support Engineer,Sales & Marketing,31,Female,Single,5,177.63,0
1283,Project Manager,Project Management,29,Male,Single,8,276.54,0
1284,Telecom Technician,Project Management,55,Male,Married,2,283.25,0
1285,Marketing Analyst,Sales & Marketing,34,Male,Married,6,307.25,0
1286,Telecom Technician,Field Operations,27,Male,Married,6,429.67,0
1287,Project Manager,Sales & Marketing,25,Male,Married,8,454.54,0
1288,Marketing Analyst,Sales & Marketing,28,Male,Single,7,556.58,0
1289,Software Developer,Billing,25,Female,Single,8,313.83,0
1290,Billing Specialist,Network Operations,45,Male,Married,8,641.04,0
1291,Marketing Analyst,Human Resources,28,Male,Married,6,612.58,0
1292,Billing Specialist,IT & Software,25,Male,Single,3,516.17,0
1293,Telecom Technician,Network Operations,35,Male,Married,6,292.58,0
1294,Network Engineer,IT & Software,58,Female,Married,7,201.88,0
1295,Data Scientist,Billing,47,Female,Single,8,210.08,0
1296,Product Manager,IT & Software,55,Female,Married,3,285.88,0
1297,Product Manager,Billing,31,Male,Married,3,244.58,0
1298,Customer Support Agent,Sales & Marketing,32,Male,Single,5,207.63,0
1299,Network Engineer,Project Management,25,Male,Married,5,335.58,0
1300,Marketing Analyst,Project Management,35,Male,Married,8,276.17,0
1301,HR Specialist,Data Analytics,24,Male,Married,6,511.33,0
1302,HR Specialist,Project Management,42,Female,Married,6,317.08,0
1303,Customer Support Agent,Customer Service,51,Female,Single,3,425.04,0
1304,Marketing Analyst,Human Resources,51,Male,Single,8,178.17,0
1305,Product Manager,Customer Service,25,Female,Married,8,397.17,0
1306,Software Developer,Sales & Marketing,35,Male,Married,8,464.5,0
1307,IT Support Engineer,Network Operations,40,Female,Single,5,324.25,0
1308,Sales Executive,Sales & Marketing,39,Male,Single,4,255.54,0
1309,Network Engineer,Billing,49,Male,Married,5,309.17,0
1310,Customer Support Agent,Human Resources,28,Male,Single,8,552.83,0
1311,Network Engineer,IT & Software,49,Male,Single,3,212.13,0
1312,IT Support Engineer,Project Management,35,Female,Married,7,600.13,0
1313,Data Scientist,Project Management,37,Male,Single,2,285.33,0
1314,Marketing Analyst,Billing,32,Male,Single,7,324.29,0
1315,Sales Executive,Human Resources,41,Female,Married,4,357.63,0
1316,Data Scientist,Data Analytics,25,Male,Married,3,520.54,0
1317,Marketing Analyst,IT & Software,34,Female,Single,8,452.54,0
1318,Software Developer,Project Management,51,Male,Married,4,273.54,0
1319,Network Engineer,Human Resources,25,Female,Married,7,240.92,0
1320,Product Manager,Field Operations,49,Female,Married,8,364.79,0
1321,Sales Executive,Project Management,41,Female,Married,3,308.79,0
1322,Product Manager,IT & Software,23,Female,Married,6,230.54,0
1323,IT Support Engineer,Data Analytics,32,Male,Single,2,403.83,0
1324,Network Engineer,Billing,51,Male,Married,4,242.33,0
1325,IT Support Engineer,Sales & Marketing,58,Female,Married,4,369.5,0
1326,Customer Support Agent,Customer Service,48,Female,Single,3,342.88,0
1327,Telecom Technician,Customer Service,44,Male,Married,8,252.42,0
1328,Billing Specialist,Field Operations,51,Female,Single,3,189.92,0
1329,Billing Specialist,Network Operations,58,Female,Married,8,559.13,0
1330,Product Manager,Project Management,57,Female,Married,2,291.25,0
1331,Network Engineer,IT & Software,31,Female,Single,4,148.88,0
1332,Sales Executive,Field Operations,45,Female,Single,8,338.25,0
1333,IT Support Engineer,Network Operations,38,Female,Married,8,380.0,0
1334,Billing Specialist,Network Operations,36,Female,Married,8,322.75,0
1335,IT Support Engineer,Field Operations,55,Male,Married,1,414.0,0
1336,Customer Support Agent,Project Management,44,Female,Single,2,490.17,0
1337,Marketing Analyst,Data Analytics,47,Male,Single,2,587.33,0
1338,Network Engineer,Network Operations,28,Male,Single,8,319.0,0
1339,Customer Support Agent,Data Analytics,29,Male,Single,5,314.58,0
1340,Telecom Technician,Field Operations,50,Female,Single,5,322.13,0
1341,Telecom Technician,Network Operations,53,Female,Single,3,365.79,0
1342,Data Scientist,IT & Software,51,Male,Married,8,229.13,0
1343,HR Specialist,Network Operations,49,Male,Married,6,317.88,0
1344,Project Manager,IT & Software,30,Male,Married,4,339.13,0
1345,Billing Specialist,Billing,43,Female,Married,3,420.88,0
1346,Software Developer,Billing,28,Male,Single,6,398.04,0
1347,Project Manager,Human Resources,41,Female,Married,8,472.42,0
1348,Software Developer,Data Analytics,43,Male,Single,8,347.42,0
1349,Network Engineer,Network Operations,37,Female,Single,8,288.33,0
1350,Telecom Technician,Sales & Marketing,53,Male,Married,7,463.75,0
1351,Software Developer,Human Resources,36,Male,Married,7,515.63,0
1352,Sales Executive,Sales & Marketing,25,Male,Married,1,440.38,0
1353,Product Manager,Network Operations,54,Male,Single,2,186.5,0
1354,Data Scientist,Network Operations,47,Female,Married,7,135.92,0
1355,Marketing Analyst,Project Management,42,Male,Married,3,503.29,0
1356,Sales Executive,IT & Software,24,Female,Single,6,151.25,0
1357,Telecom Technician,Customer Service,24,Male,Single,7,278.25,0
1358,IT Support Engineer,Human Resources,49,Female,Single,8,374.79,0
1359,IT Support Engineer,Human Resources,33,Male,Married,1,526.63,0
1360,Billing Specialist,Human Resources,53,Male,Married,4,398.75,0
1361,Product Manager,Field Operations,51,Female,Single,3,145.83,0
1362,Software Developer,Human Resources,41,Female,Married,8,389.58,0
1363,IT Support Engineer,Field Operations,29,Female,Married,6,156.0,0
1364,Marketing Analyst,Customer Service,54,Female,Single,6,279.54,0
1365,HR Specialist,Sales & Marketing,32,Female,Single,5,438.08,0
1366,HR Specialist,Sales & Marketing,41,Male,Single,6,363.0,0
1367,IT Support Engineer,IT & Software,32,Male,Single,1,524.5,0
1368,Product Manager,Human Resources,39,Male,Married,3,181.79,0
1369,IT Support Engineer,Field Operations,25,Male,Married,2,483.92,0
1370,IT Support Engineer,Data Analytics,51,Male,Married,2,225.63,0
1371,Data Scientist,Billing,48,Male,Married,7,396.25,0
1372,Product Manager,Billing,46,Male,Single,2,266.29,0
1373,Product Manager,Project Management,50,Female,Married,5,150.54,0
1374,Telecom Technician,Customer Service,24,Male,Married,5,262.58,0
1375,Software Developer,Customer Service,28,Male,Single,2,368.38,0
1376,Product Manager,Customer Service,25,Male,Married,1,261.83,0
1377,Network Engineer,Network Operations,40,Female,Married,7,376.0,0
1378,IT Support Engineer,Sales & Marketing,52,Male,Single,7,372.04,0
1379,Customer Support Agent,Customer Service,33,Male,Married,7,535.83,0
1380,Customer Support Agent,Field Operations,49,Male,Married,4,389.5,0
1381,HR Specialist,Field Operations,53,Female,Single,8,253.88,0
1382,IT Support Engineer,IT & Software,33,Female,Single,6,154.5,0
1383,Network Engineer,Network Operations,55,Male,Single,2,415.38,0
1384,Telecom Technician,Sales & Marketing,55,Male,Married,7,397.29,0
1385,HR Specialist,Billing,46,Male,Married,7,156.29,0
1386,Sales Executive,Sales & Marketing,46,Female,Single,2,581.92,0
1387,Software Developer,Billing,37,Female,Married,3,624.17,0
1388,Project Manager,Field Operations,48,Female,Single,4,266.25,0
1389,Customer Support Agent,Human Resources,52,Female,Married,4,721.58,0
1390,Project Manager,Data Analytics,36,Female,Married,3,313.75,0
1391,Project Manager,Customer Service,53,Male,Married,4,511.42,0
1392,Product Manager,Network Operations,55,Female,Married,8,429.75,0
1393,Marketing Analyst,Billing,54,Female,Single,6,373.04,0
1394,Project Manager,Sales & Marketing,51,Male,Married,4,481.75,0
1395,Customer Support Agent,IT & Software,25,Male,Single,3,627.29,0
1396,Customer Support Agent,IT & Software,41,Male,Single,7,166.29,0
1397,Network Engineer,IT & Software,46,Female,Married,8,225.25,0
1398,Software Developer,Sales & Marketing,37,Female,Single,5,537.08,0
1399,Product Manager,IT & Software,55,Female,Single,5,223.13,0
1400,Project Manager,Customer Service,37,Female,Married,2,263.67,0
1401,IT Support Engineer,Customer Service,37,Female,Single,8,423.17,0
1402,Sales Executive,IT & Software,47,Female,Single,8,633.58,0
1403,Network Engineer,IT & Software,40,Male,Married,8,293.0,0
1404,Product Manager,Customer Service,26,Male,Single,8,718.92,0
1405,Product Manager,Customer Service,51,Female,Married,2,248.63,0
1406,Telecom Technician,Customer Service,23,Male,Married,6,256.88,0
1407,Sales Executive,Sales & Marketing,51,Male,Single,8,160.42,0
1408,HR Specialist,Project Management,39,Female,Single,4,357.04,0
1409,Data Scientist,Field Operations,44,Male,Single,2,132.0,0
1410,Sales Executive,Sales & Marketing,41,Female,Single,7,505.92,0
1411,HR Specialist,Customer Service,32,Male,Single,2,352.04,0
1412,Project Manager,Data Analytics,49,Male,Single,6,632.38,0
1413,Marketing Analyst,Sales & Marketing,25,Male,Married,5,511.75,0
1414,IT Support Engineer,Customer Service,50,Male,Single,4,171.29,0
1415,Billing Specialist,Customer Service,56,Female,Single,8,283.29,0
1416,Network Engineer,Human Resources,23,Female,Married,8,508.58,0
1417,Network Engineer,Project Management,35,Female,Single,6,499.08,0
1418,Software Developer,Sales & Marketing,55,Female,Single,7,415.25,0
1419,IT Support Engineer,Network Operations,25,Female,Single,4,594.67,0
1420,Marketing Analyst,Human Resources,41,Female,Single,4,197.88,0
1421,Software Developer,Human Resources,25,Male,Married,8,400.0,0
1422,Customer Support Agent,Billing,50,Female,Married,4,149.92,0
1423,Customer Support Agent,Data Analytics,43,Female,Single,6,476.54,0
1424,Billing Specialist,Project Management,48,Female,Married,5,169.33,0
1425,Network Engineer,Human Resources,55,Female,Single,1,304.54,0
1426,Data Scientist,Sales & Marketing,38,Female,Single,6,322.29,0
1427,Project Manager,Network Operations,52,Male,Single,8,624.88,0
1428,Telecom Technician,Data Analytics,25,Female,Married,5,530.79,0
1429,IT Support Engineer,Human Resources,44,Male,Single,2,348.58,0
1430,Telecom Technician,Sales & Marketing,33,Male,Single,2,466.54,0
1431,Marketing Analyst,Customer Service,28,Male,Married,3,197.13,0
1432,Billing Specialist,Data Analytics,27,Male,Married,1,542.0,0
1433,Project Manager,Sales & Marketing,30,Female,Married,8,352.75,0
1434,Software Developer,Sales & Marketing,38,Female,Single,8,590.79,0
1435,Telecom Technician,Network Operations,54,Male,Married,3,333.13,0
1436,Telecom Technician,IT & Software,23,Male,Single,8,435.92,0
1437,Sales Executive,Sales & Marketing,46,Female,Married,3,318.5,0
1438,HR Specialist,Human Resources,51,Male,Single,3,160.38,0
1439,Software Developer,IT & Software,35,Male,Married,8,326.79,0
1440,Data Scientist,Data Analytics,24,Male,Married,8,378.88,0
1441,Customer Support Agent,Billing,52,Female,Married,7,125.13,0
1442,Marketing Analyst,Data Analytics,39,Female,Married,8,126.08,0
1443,Sales Executive,Human Resources,33,Female,Married,4,248.29,0
1444,Software Developer,IT & Software,25,Female,Single,1,387.83,0
1445,Customer Support Agent,Project Management,32,Female,Single,4,248.42,0
1446,Customer Support Agent,Network Operations,51,Male,Married,5,588.75,0
1447,Product Manager,Sales & Marketing,50,Female,Single,4,260.83,0
1448,Data Scientist,Customer Service,29,Female,Single,4,154.88,0
1449,Network Engineer,Project Management,36,Female,Single,4,296.67,0
1450,Data Scientist,IT & Software,45,Female,Single,2,154.0,0
1451,Telecom Technician,Human Resources,23,Female,Married,6,330.5,0
1452,Network Engineer,Human Resources,55,Male,Married,5,332.58,0
1453,Customer Support Agent,Data Analytics,33,Male,Single,2,355.33,0
1454,Software Developer,Project Management,42,Male,Single,5,431.29,0
1455,Billing Specialist,Human Resources,38,Female,Single,2,352.63,0
1456,Sales Executive,Field Operations,44,Male,Married,2,365.33,0
1457,HR Specialist,Data Analytics,48,Female,Single,1,362.33,0
1458,Data Scientist,Field Operations,25,Male,Married,7,477.17,0
1459,Customer Support Agent,Field Operations,57,Male,Married,8,444.63,0
1460,Marketing Analyst,Network Operations,25,Female,Single,5,501.42,0
1461,Project Manager,Billing,43,Male,Married,3,672.54,0
1462,Billing Specialist,Network Operations,26,Female,Married,7,428.42,0
1463,Software Developer,Project Management,39,Female,Single,5,232.79,0
1464,Sales Executive,Billing,34,Male,Married,6,554.0,0
1465,Network Engineer,Customer Service,33,Female,Single,3,175.33,0
1466,Customer Support Agent,Project Management,50,Female,Single,4,291.04,0
1467,Marketing Analyst,Customer Service,45,Male,Single,8,715.83,0
1468,Billing Specialist,Sales & Marketing,32,Female,Single,8,402.29,0
1469,Network Engineer,Data Analytics,57,Male,Married,5,296.54,0
1470,Customer Support Agent,Customer Service,46,Female,Single,2,186.58,0
1471,Project Manager,Human Resources,23,Female,Single,8,484.88,0
1472,Sales Executive,Sales & Marketing,54,Female,Married,7,481.58,0
1473,Sales Executive,Billing,32,Male,Single,5,348.54,0
1474,Customer Support Agent,Network Operations,50,Male,Single,8,271.63,0
1475,Product Manager,Human Resources,51,Female,Married,2,313.42,0
1476,Project Manager,Billing,24,Male,Married,8,378.54,0
1477,Marketing Analyst,Customer Service,29,Female,Married,5,715.08,0
1478,Product Manager,Network Operations,43,Female,Married,6,709.33,0
1479,Customer Support Agent,Field Operations,49,Male,Single,3,710.17,0
1480,Data Scientist,IT & Software,58,Male,Married,2,188.17,0
1481,Software Developer,Project Management,30,Female,Married,7,477.75,0
1482,Telecom Technician,IT & Software,23,Female,Married,8,272.63,0
1483,Data Scientist,Project Management,27,Female,Married,2,573.5,0
1484,HR Specialist,Data Analytics,47,Male,Single,2,329.92,0
1485,Customer Support Agent,Billing,51,Male,Single,8,551.42,0
1486,Software Developer,Field Operations,32,Male,Single,3,205.33,0
1487,Data Scientist,Field Operations,26,Female,Single,6,442.75,0
1488,Software Developer,Customer Service,42,Female,Single,6,235.58,0
1489,Marketing Analyst,Network Operations,46,Male,Married,7,369.25,0
1490,Product Manager,Sales & Marketing,32,Male,Single,4,280.75,0
1491,Billing Specialist,Billing,45,Female,Married,6,591.08,0
1492,Marketing Analyst,Project Management,28,Male,Single,3,308.83,0
1493,HR Specialist,Network Operations,25,Male,Single,7,225.13,0
1494,HR Specialist,Billing,37,Female,Single,1,745.08,0
1495,Telecom Technician,Data Analytics,52,Female,Single,8,723.67,0
1496,Project Manager,Customer Service,35,Female,Married,2,263.04,0
1497,Data Scientist,Data Analytics,25,Female,Single,3,489.79,0
1498,Marketing Analyst,Field Operations,51,Female,Married,8,150.13,0
1499,Product Manager,Network Operations,33,Male,Single,7,196.04,0
1500,Product Manager,Human Resources,41,Male,Single,6,420.29,0
1501,HR Specialist,Project Management,24,Male,Married,2,171.83,0
1502,Software Developer,Field Operations,38,Female,Single,6,595.88,0
1503,Customer Support Agent,Field Operations,23,Male,Married,7,356.67,0
1504,Customer Support Agent,Sales & Marketing,45,Female,Married,2,459.17,0
1505,Customer Support Agent,IT & Software,49,Female,Married,3,402.38,0
1506,Sales Executive,Network Operations,25,Female,Single,3,411.92,0
1507,Customer Support Agent,Project Management,35,Female,Married,5,528.67,0
1508,Product Manager,Data Analytics,54,Male,Single,6,582.83,0
